11 DE SEPTIEMBRE DE 1888,Barroso-Contartese-Diaz,Calle,AP,PFA,SAME
EL CERRO,,,,,
EL CHACHO,,,,,
EL CHASQUE,,,,,
EL CRIOLLO,,,,,
EL DELTA,,,,,
EL DOMADOR,,,,,
EL FOGON,,,,,
EL FUERTE,,,,,
EL GAUCHO,,,,,
EL HORNERO,,,,,
EL LAZO,,,,,
EL LITORAL,,,,,
EL MAESTRO,,,,,
EL METODO,,,,,
EL MIRASOL,,,,,
EL MISIONERO,,,,,
EL NANDU,,,,,
EL NENE,,,,,
EL PAMPERO,,,,,
EL PEREGRINO,,,,,
EL PROFETA DE LA PAMPA,,,,,
EL QUIJOTE,,,,,
EL RANCHO,,,,,
EL RASTREADOR,,,,,
EL RECADO,,,,,
EL REFRAN,,,,,
EL SALVADOR,,,,,
EL SAUCE,,,,,
EL SERENO,,,,,
EL TALA,,,,,
EL TREBOL,,,,,
EL TROVADOR,,,,,
EL ZONDA,,,,,
EL ZORZAL,,,,,
ELCANO,,,,,
ELIA,,,,,
"ELIZALDE, RUFINO de",,,,,
EMPEDRADO,,,,,
"ENCINA, CARLOS",,,,,
ENSENADA,,,,,
ENTRE RIOS,,,,,
EPECUEN,,,,,
EPUYEN,,,,,
ERASMO,,,,,
ERCILLA,,,,,
EREZCANO,,,,,
ESCALADA,,,,,
"ESCALADA DE SAN MARTIN, R.",,,,,
"ESCALADA, CELEDONIO Cmte.",,,,,
ESCOBAR,,,,,
ESCRIBANO,,,,,
ESMERALDA,,,,,
ESNAOLA,,,,,
ESPAÑA,,,,,
ESPARTACO,,,,,
ESPARZA,,,,,
"ESPEJO, GERONIMO, GRAL.",,,,,
ESPINILLO,,,,,
ESPINOSA,,,,,
ESPRONCEDA,,,,,
ESQUEL,,,,,
ESQUINA,,,,,
ESQUIU,,,,,
ESTADO DE ISRAEL,,,,,
ESTADOS UNIDOS,,,,,
ESTERO BELLACO,,,,,
ESTEVES SAGUI,,,,,
"ESTEVEZ, JOSE, ING.",,,,,
ESTIVAO,,,,,
ESTOCOLMO,,,,,
ESTOMBA,,,,,
ESTONIA,,,,,
ESTRADA,,,,,
"ESTRADA, Juez",,,,,
ESTRELLA FEDERAL,,,,,
EUCLIDES,,,,,
EYLE PETRONA,,,,,
"EZCURRA, ENCARNACION",,,,,
EZEIZA,,,,,
"EZEIZA, GABINO",,,,,
FABRE,,,,,
FACUNDO,,,,,
"FADER, FERNANDO",,,,,
"FAGNANO, JOSE",,,,,
"FALCON, RAMON L.,CNEL.",,,,,
FALUCHO,,,,,
FALUCHO SAN LUIS,,,,,
FAMAILLA,,,,,
FAMATINA,,,,,
FARADAY,,,,,
FECUNDIDAD,,,,,
FERNANDEZ,,,,,
FERNANDEZ BLANCO,,,,,
FERNANDEZ DE ENCISO,,,,,
"FERNANDEZ DE LA CRUZ, F., GRAL.",,,,,
FERNANDEZ ESPIRO DIEGO,,,,,
"FERNANDEZ MORENO, BALDOMERO",,,,,
"FERNANDEZ, MACEDONIO",,,,,
FERRARI,,,,,
"FERRARI, ANTONINO M.",,,,,
FERRE,,,,,
"FERREYRA, ANDRES",,,,,
FERROCARRIL,,,,,
"FIGUEROA ALCORTA, PRES.",,,,,
"FIGUEROA, APOLINARIO, Cnel.",,,,,
FILIBERTO,,,,,
"FILIBERTO, JUAN DE DIOS",,,,,
FINLANDIA,,,,,
"FINLAY, CARLOS J.",,,,,
FINOCHIETTO ENRIQUE DR.,,,,,
"FINOCHIETTO, RICARDO, Dr.",,,,,
"FITTE, MARCELO J., DR.",,,,,
FITZ ROY,,,,,
FLOR DEL AIRE,,,,,
"FLORES, VENANCIO, Gral.",,,,,
FLORESTA,,,,,
FLORIDA,,,,,
FONROUGE,,,,,
"FONTANA, LUIS J. Cnel.",,,,,
FOREST,,,,,
FORMOSA,,,,,
"FOULLIER, FELIX O.",,,,,
FOURNIER,,,,,
FRAGA,,,,,
FRAGATA 25 DE MAYO,,,,,
FRAGATA CEFIRO,,,,,
FRAGATA HALCON,,,,,
FRAGATA HERCULES,,,,,
FRAGATA LA ARGENTINA,,,,,
FRAGATA Pres. SARMIENTO,,,,,
FRAGATA TRINIDAD,,,,,
FRAGUEIRO,,,,,
FRANCO,,,,,
FRANKLIN,,,,,
FRATERNIDAD,,,,,
FRAY CAYETANO RODRIGUEZ,,,,,
FRAY JUSTO SANTAMARIA DE ORO,,,,,
FRAY LUIS BELTRAN,,,,,
"FREIRE, RAMON, CAP. GRAL.",,,,,
FRENCH,,,,,
"FREYRE, MARCELINO E., Cnel.",,,,,
"FRIAS,  EUSTAQUIO, TTE. GRAL.",,,,,
"GAINZA, MARTIN DE, GRAL.",,,,,
"GAITAN, LUIS",,,,,
"GAITO, CONSTANTINO",,,,,
GALENO,,,,,
GALICIA,,,,,
GALILEO,,,,,
GALLARDO,,,,,
"GALLARDO, ANGEL",,,,,
GALLEGOS,,,,,
GALLO,,,,,
"GALLO, DELFIN",,,,,
GALVAN,,,,,
"GALVEZ, MANUEL",,,,,
GAMARRA,,,,,
"GAMBOA, MARCELO",,,,,
GANA,,,,,
GANDARA,,,,,
"GANDHI, MAHATMA",,,,,
GAONA,,,,,
"GARAY, JUAN DE",,,,,
GARCIA DE COSSIO,,,,,
GARCIA DEL RIO,,,,,
"GARCIA GRANDE DE ZEQUEIRA, SEVERO",,,,,
"GARCIA LORCA, FEDERICO",,,,,
"GARCIA, CEFERINO, AGENTE",,,,,
"GARCIA, JUAN AGUSTIN",,,,,
"GARCIA, MANUEL",,,,,
"GARCIA, MANUEL J., ALTE.",,,,,
"GARCIA, MARTIN",,,,,
"GARCIA, PEDRO A.,CNEL.",,,,,
"GARCIA, TEODORO",,,,,
"GARDEL, CARLOS",,,,,
GARIBALDI,,,,,
GARMENDIA,,,,,
GARRO,,,,,
"GARZON, EUGENIO, GRAL.",,,,,
GASCON,,,,,
GAVILAN,,,,,
GAZETA de BUENOS AYRES,,,,,
GELLY,,,,,
"GELLY Y OBES, GRAL.",,,,,
GENA,,,,,
GENDARMERIA NACIONAL,,,,,
GENOVA,,,,,
"GERCHUNOFF, ALBERTO",,,,,
GIBRALTAR,,,,,
GIBSON,,,,,
"GILARDI, GILARDO",,,,,
"GIMENEZ, ANGEL M.",,,,,
GINEBRA,,,,,
"GIRALT, HERNAN M., INT., A",,,,,
GIRARDOT,,,,,
GIRIBONE,,,,,
"GIUFFRA, JOSE M.,DR.",,,,,
GODOY CRUZ,,,,,
"GODOY, RUPERTO",,,,,
GOLETA FORTUNA,,,,,
GOLETA INVENCIBLE,,,,,
GOLETA JULIA,,,,,
GOLETA JULIET,,,,,
GOLETA MALDONADO,,,,,
GOLETA MANUELITA,,,,,
GOLETA SANTA CRUZ,,,,,
GOLETA SARANDI,,,,,
"GOLFARINI, JUAN ANGEL, Dr.",,,,,
GOMEZ DE FONSECA,,,,,
"GOMEZ SOMAVILLA, JOAQUIN",,,,,
"GOMEZ, INDALECIO",,,,,
"GOMEZ, JUAN CARLOS",,,,,
"GOMEZ, VALENTIN",,,,,
GONCALVES DIAS,,,,,
"GONZALES CHAVES, ADOLFO",,,,,
"GONZALES, JULIO VICTOR",,,,,
GONZALEZ CATAN,,,,,
"GONZALEZ, AGUSTIN, ING.",,,,,
"GONZALEZ, ELPIDIO",,,,,
"GONZALEZ, JOAQUIN V.",,,,,
"GONZALEZ, ROQUE",,,,,
"GORDILLO, JOSE O., CNEL.",,,,,
"GORDILLO, TIMOTEO",,,,,
GOROSTIAGA,,,,,
GORRITI,,,,,
GORRITI JUANA MANUELA,,,,,
GOYA,,,,,
"GOYENA, PEDRO",,,,,
"GRAMAJO GUTIERREZ, ALFREDO",,,,,
"GRANADA, NICOLAS",,,,,
"GRANADA, NICOLAS, CNEL.",,,,,
GRANADEROS,,,,,
"GRANDOLI, MARTIN",,,,,
"GRANVILLE, GUILLERMO ENRIQUE",,,,,
GRECIA,,,,,
"GRIERSON, CECILIA",,,,,
GRITO DE ASENCIO,,,,,
GRIVEO,,,,,
"GROUSSAC, PAUL",,,,,
GUAL,,,,,
GUALEGUAY,,,,,
GUALEGUAYCHU,,,,,
GUAMINI,,,,,
GUANAHANI,,,,,
GUARANI,,,,,
GUARDIA NACIONAL,,,,,
GUARDIA VIEJA,,,,,
GUATEMALA,,,,,
GUAYAQUIL,,,,,
GUAYMALLEN,,,,,
GUAYQUIRARO,,,,,
GUAYRA,,,,,
GUEMES,,,,,
"GUEMES TORINO, JORGE, CADETE",,,,,
"GUEMES, MACACHA",,,,,
"GUERRICO, Int.",,,,,
"GUERRICO, MARTIN, CTTE.",,,,,
GUEVARA,,,,,
"GUEVARA, TRINIDAD (PROL CORRIENTES)",,,,,
GUIDO,,,,,
"GUIDO y SPANO, CARLOS",,,,,
GUIPUZCOA,,,,,
"GUIRALDES, INT.",,,,,
"GUIRALDES, RICARDO",,,,,
GUISE,,,,,
GURRUCHAGA,,,,,
"GUSTAVINO, ENRIQUE",,,,,
GUTENBERG,,,,,
"GUTIERREZ, EDUARDO",,,,,
"GUTIERREZ, JUAN MARIA",,,,,
"GUTIERREZ, RICARDO",,,,,
"GUTTERO, ALFREDO",,,,,
GUZMAN,,,,,
HABANA,,,,,
"HAEDO, EDUARDO V., PRES.",,,,,
HAITI,,,,,
"HALL, BASILIO",,,,,
HAMBURGO,,,,,
HAWAI,,,,,
HELGUERA,,,,,
HEREDIA,,,,,
"HERMITTE, ENRIQUE, Ing.",,,,,
HERNANDARIAS,,,,,
"HERNANDEZ, JOSE",,,,,
"HERNANDEZ, RAFAEL",,,,,
HERRERA,,,,,
"HERRERA, LUIS A., de",,,,,
"HICKEN, CRISTOBAL M.",,,,,
HIDALGO,,,,,
"HIDALGO, BARTOLOME",,,,,
HINOJO,,,,,
HIROSHIMA,,,,,
HOLMBERG,,,,,
HOMERO,,,,,
HONDURAS,,,,,
"HORNOS, Gral.",,,,,
HORTIGUERA,,,,,
HUALFIN,,,,,
HUAURA,,,,,
HUBAC,,,,,
HUDSON,,,,,
"HUDSON, GUILLERMO",,,,,
HUEMUL,,,,,
HUERGO,,,,,
"HUERGO, ING.",,,,,
"HUGO, VICTOR",,,,,
HUMAHUACA,,,,,
HUMAITA,,,,,
HUMBERTO 1°,,,,,
HUMBOLDT,,,,,
HUNGRIA,,,,,
HUSARES,,,,,
IBANEZ,,,,,
"IBARBOUROU, JUANA de",,,,,
IBARROLA,,,,,
"IBARROLA, RODRIGO de",,,,,
IBERA,,,,,
ICALMA,,,,,
IGUALDAD,,,,,
IGUAZU,,,,,
INCA,,,,,
INCLAN,,,,,
INDEPENDENCIA,,,,,
INDIO,,,,,
"INGENIEROS, JOSE",,,,,
IRALA,,,,,
IRAOLA,,,,,
"IRIARTE, GRAL.",,,,,
IRIGOYEN,,,,,
"IRIGOYEN, BERNARDO de",,,,,
"IRIGOYEN, SANTOS",,,,,
IRLANDA,,,,,
ISABEL LA CATOLICA,,,,,
"ISABEL, INFANTA",,,,,
ISLANDIA,,,,,
ITALIA,,,,,
ITAQUI,,,,,
ITURRI,,,,,
ITUZAINGO,,,,,
JACARANDA,,,,,
JACHAL,,,,,
"JACQUES, AMADEO",,,,,
"JANER, ANA MARIA",,,,,
"JANTIN, JUAN BAUTISTA",,,,,
JARAMILLO,,,,,
"JAURES, JEAN",,,,,
"JAURETCHE, ARTURO",,,,,
"JENNER, EDUARDO, Dr.",,,,,
"JEREZ, PEDRO de",,,,,
JORGE,,,,,
"JOVELLANOS, GASPAR M. de",,,,,
JUANA DE ARCO,,,,,
"JUAREZ, BENITO",,,,,
JUFRE,,,,,
JUJUY,,,,,
JUNCAL,,,,,
JUNIN,,,,,
JURAMENTO,,,,,
"JUSTO, JUAN B.",,,,,
"KENNEDY, JOHN FITGERALD",,,,,
KING,,,,,
"KORN, ALEJANDRO, Dr.",,,,,
"KRAUSE, JULIO, Ing.",,,,,
LA BLANQUEADA,,,,,
LA CACHILA,,,,,
LA CALANDRIA,,,,,
LA CAPITAL,,,,,
LA CAUTIVA,,,,,
LA COMUNA,,,,,
LA CONQUISTA,,,,,
LA CONSTANCIA,,,,,
LA CORDILLERA,,,,,
LA DILIGENCIA,,,,,
LA ESPIGA,,,,,
LA FACULTAD,,,,,
LA FONTAINE,,,,,
LA FRONDA,,,,,
LA GALERA,,,,,
LA GARZA,,,,,
LA GLORIA,,,,,
LA HAYA,,,,,
LA HUELLA,,,,,
LA HUERTA,,,,,
LA MADRESELVA,,,,,
LA MAR,,,,,
LA MAREA,,,,,
LA MESOPOTAMIA,,,,,
LA NAVE,,,,,
LA NIÑA,,,,,
LA PAMPA,,,,,
LA PINTA,,,,,
LA PLATA,,,,,
LA PORTEÑA,,,,,
LA QUENA,,,,,
LA RABIDA (N),,,,,
LA RABIDA (S),,,,,
LA RIOJA,,,,,
LA SANTA MARIA,,,,,
LA SELVA,,,,,
LA TRILLA,,,,,
LACARRA,,,,,
"LACROZE, FEDERICO",,,,,
LADINES,,,,,
LAFAYETTE,,,,,
"LAFERRERE, GREGORIO de",,,,,
LAFINUR,,,,,
"LAFOND, GABRIEL",,,,,
"LAFONE, QUEVEDO SAMUEL",,,,,
LAFUENTE,,,,,
LAGOS,,,,,
"LAGOS GARCIA, LUIS",,,,,
LAGRANGE,,,,,
LAGUNA,,,,,
"LAMARCA, EMILIO",,,,,
"LAMAS, ANDRES",,,,,
LAMBARE,,,,,
LANCHEROS DEL PLATA,,,,,
LANIN,,,,,
LANTERI JULIETA,,,,,
LANUS,,,,,
LANZA,,,,,
LAPACHO,,,,,
LAPLACE,,,,,
LAPRIDA,,,,,
"LARGUIA, CARLOS, CADETE",,,,,
"LARRALDE, CRISOLOGO",,,,,
"LARRAÑAGA, DAMASO",,,,,
LARRAYA,,,,,
LARRAZABAL,,,,,
LARREA,,,,,
"LARROQUE DE ROFFO, ELENA",,,,,
LARSEN,,,,,
LAS ACACIAS,,,,,
LAS BASES,,,,,
LAS CASAS,,,,,
LAS COLONIAS,,,,,
LAS FLORES,,,,,
"LAS HERAS, GRAL.",,,,,
LAS INDIAS,,,,,
LAS PALMAS,,,,,
LAS PROVINCIAS,,,,,
LAS TUNAS,,,,,
LASCANO,,,,,
"LASSERRE, AUGUSTO, Alte.",,,,,
LASTRA,,,,,
LAURELES ARGENTINOS,,,,,
LAUSANA,,,,,
LAUTARO,,,,,
LAVADERO,,,,,
"LAVAISSE, BENJAMIN J.",,,,,
LAVALLE,,,,,
LAVALLEJA,,,,,
LAVARDEN,,,,,
LAVOISIER,,,,,
"LE BRETON, TOMAS A.",,,,,
"LEBENSOHN, MOISES",,,,,
"LEGUIZAMON, HONORIO, DR.",,,,,
"LEGUIZAMON, MARTINIANO",,,,,
"LEGUIZAMON, ONESIMO",,,,,
LEIPZIG,,,,,
LEIVA,,,,,
"LEMOS, JUAN GREGORIO, Gral.",,,,,
"LEON, BERNARDO DE",,,,,
LEONES,,,,,
LEOPARDI,,,,,
LERMA,,,,,
"LEVALLE, NICOLAS, Tte.Gral.",,,,,
"LEVENE, RICARDO, Dr.",,,,,
"LEVILLIER, ROBERTO, Dr.",,,,,
LEZICA,,,,,
LIBERTAD,,,,,
"LIBERTI, TOMAS",,,,,
LIBRES,,,,,
LIBRES DEL SUR,,,,,
LILLO,,,,,
LIMA,,,,,
LINCOLN,,,,,
LINIERS VIRREY,,,,,
LINNEO,,,,,
LISBOA,,,,,
"LISTA, RAMON, CNEL.",,,,,
LITUANIA,,,,,
LIVERPOOL,,,,,
LLAVALLOL,,,,,
LLERENA,,,,,
LLORENTE,,,,,
LOBERIA,,,,,
LOBOS,,,,,
"LOBOS, ELEODORO, Dr.",,,,,
LOGROÑO,,,,,
LOMAS DE ZAMORA,,,,,
LONDRES,,,,,
LOPE DE VEGA,,,,,
"LOPEZ ANAUT, PEDRO, DR.",,,,,
"LOPEZ BUCHARDO, CARLOS",,,,,
"LOPEZ MERINO, FRANCISCO",,,,,
"LOPEZ, CANDIDO",,,,,
"LOPEZ, CARLOS ANTONIO",,,,,
"LOPEZ, JUAN PABLO",,,,,
"LOPEZ, VICENTE",,,,,
"LOPEZ, VICENTE FIDEL",,,,,
"LORA, FELIX",,,,,
LORENZINI CAROLA,,,,,
"LORETO, Virrey",,,,,
LOS ANDES,,,,,
LOS PATOS,,,,,
LOS PIRINEOS,,,,,
LOS RECUERDOS,,,,,
LOS TELARES,,,,,
LOS TERRITORIOS,,,,,
LOYOLA,,,,,
"LOZANO, PEDRO",,,,,
"LUCA, ESTEBAN de",,,,,
LUCERO,,,,,
LUCHTER (SUR),,,,,
LUGO,,,,,
LUGONES,,,,,
"LUGONES, LEOPOLDO",,,,,
"LUISONI, ARTURO, Mayor",,,,,
"LUJAN, PEDRO DE",,,,,
LUNA,,,,,
"LUPPI, ABRAHAM J.",,,,,
LUXEMBURGO,,,,,
LUZURIAGA,,,,,
LYNCH,,,,,
"LYNCH ARRIBALZAGA, FELIX",,,,,
LYNCH MARTA,,,,,
"MACHADO, ANTONIO",,,,,
MACHAIN,,,,,
"MACIEL, FRANCISCO A.",,,,,
MADARIAGA,,,,,
"MADERA, JUAN, Dr.",,,,,
"MADERNA, FRANCISCO",,,,,
MADERO,,,,,
"MADERO, EDUARDO",,,,,
MADRID,,,,,
"MAGALDI, AGUSTIN",,,,,
MAGALLANES,,,,,
"MAGARIÑOS CERVANTES, A.",,,,,
MAGDALENA,,,,,
"MAGNAUD, Juez",,,,,
MAIPU,,,,,
MAITEN,,,,,
MALABIA,,,,,
MALAGA,,,,,
MALASIA,,,,,
MALDONADO,,,,,
"MALHARRO, MARTIN A.",,,,,
MALVINAS ARGENTINAS,,,,,
MANAGUA,,,,,
MANCO CAPAC,,,,,
MANDISOBI,,,,,
"MANSILLA, LUCIO NORBERTO, GRAL.",,,,,
MANSO JUANA,,,,,
MANZANARES,,,,,
"MANZI, HOMERO",,,,,
MANZONI,,,,,
MAR DEL PLATA,,,,,
MAR DULCE,,,,,
MARACAIBO,,,,,
"MARCHI, MARIA CATALINA",,,,,
"MARCOARTU, PJE.",,,,,
"MARECHAL, LEOPOLDO",,,,,
"MARMOL, JOSE",,,,,
MARSELLA,,,,,
"MARTI, JOSE",,,,,
MARTIN FIERRO,,,,,
MARTIN PESCADOR,,,,,
MARTINEZ CASTRO,,,,,
MARTINEZ DE HOZ,,,,,
MARTINEZ ROSAS,,,,,
"MARTINEZ ZUVIRIA, GUSTAVO,",,,,,
"MARTINEZ, ENRIQUE, GRAL.",,,,,
"MARTINEZ, JUAN ESTEBAN",,,,,
"MARTINEZ, MATEO J.",,,,,
"MARTINEZ, PLACIDO",,,,,
"MARTINEZ, VICTOR",,,,,
MARTIRES PALOTINOS,,,,,
"MASANTONIO, HERMINIO",,,,,
MASON,,,,,
MATACO,,,,,
MATANZA,,,,,
MATHEU,,,,,
"MATIENZO, BENJAMIN,TTE.",,,,,
MATORRAS,,,,,
"MATORRAS de SAN MARTIN, GREGORIA",,,,,
"MATTEOTI, GIACOMO",,,,,
"MATURANA, JOSE DE",,,,,
MATURIN,,,,,
MAURE,,,,,
MAZA,,,,,
MBURUCUYA,,,,,
"MEANA, BENITO, Cnel.",,,,,
MEDANOS,,,,,
MEDEYROS,,,,,
MEDINA,,,,,
MEDRANO,,,,,
MELGAR,,,,,
MELIAN,,,,,
MELINCUE,,,,,
"MELO, CARLOS F.",,,,,
"MELO, Virrey",,,,,
MEMBRILLAR,,,,,
MENDEZ,,,,,
MENDEZ DE ANDES,,,,,
"MENDEZ, AGUSTIN",,,,,
"MENDEZ, NICANOR",,,,,
MENDOZA,,,,,
MENENDEZ Y PELAYO,,,,,
"MERCADER, EMIR",,,,,
MERCEDES,,,,,
METAN,,,,,
MEXICO,,,,,
MIGUEL ANGEL,,,,,
MIGUELETES,,,,,
MILAN,,,,,
MILLER,,,,,
MILTON,,,,,
MIÑOÑES,,,,,
MIRAFLORES,,,,,
MIRALLA,,,,,
MIRAMAR,,,,,
MIRANDA,,,,,
MIRAVE,,,,,
MIRIÑAY,,,,,
MIRO,,,,,
MISIONES,,,,,
"MISTRAL, GABRIELA",,,,,
MITRE EMILIO,,,,,
"MITRE, BARTOLOME",,,,,
MOCORETA,,,,,
MOCTEZUMA,,,,,
"MOHR, ALEJANDRO",,,,,
MOLDES,,,,,
MOLIERE,,,,,
MOLINA,,,,,
"MOLINA ARROTEA, CARLOS",,,,,
MOM,,,,,
MOMPOX,,,,,
MONACO,,,,,
MONASTERIO,,,,,
"MONNER SANS, RICARDO",,,,,
MONROE,,,,,
"MONTALVO, FERNANDO de",,,,,
MONTAÑESES,,,,,
MONTE,,,,,
MONTE DINERO,,,,,
MONTEAGUDO,,,,,
MONTENEGRO,,,,,
"MONTES DE OCA, MANUEL",,,,,
"MONTES, VICTORIANO E.",,,,,
MONTESQUIEU,,,,,
MONTEVIDEO,,,,,
MONTIEL,,,,,
MONTREAL,,,,,
"MONTT, PEDRO, PRES.",,,,,
"MORA FERNANDEZ, JUAN",,,,,
"MORAN, PEDRO",,,,,
"MOREAU DE JUSTO, ALICIA",,,,,
"MOREL, CARLOS",,,,,
MORELOS,,,,,
MORENO,,,,,
"MORENO, ENRIQUE B.",,,,,
"MORENO, JOSE MARIA",,,,,
"MORENO, PERITO",,,,,
MORETO,,,,,
MORLOTE,,,,,
MORON,,,,,
"MORRIS, WILLIAM C.",,,,,
MORSE,,,,,
"MOSCONI, GRAL.",,,,,
MOSCU,,,,,
MOZART,,,,,
"MUJICA, JOSE PIO",,,,,
MUÑECAS,,,,,
MUNICH,,,,,
MUÑIZ,,,,,
MURATURE,,,,,
MURCIA,,,,,
MURGUIONDO,,,,,
MURILLO,,,,,
MUTUALISMO,,,,,
"MUZILLI, CAROLINA",,,,,
NACIONES UNIDAS,,,,,
NAHUEL HUAPI,,,,,
NAMUNCURA,,,,,
ÑANDUTI,,,,,
"NAON, JUAN JOSE",,,,,
"NAON, ROMULO",,,,,
NAPOLES,,,,,
NATAL,,,,,
NAVARRO,,,,,
"NAVARRO VIOLA, MIGUEL",,,,,
NAZARRE,,,,,
NAZCA,,,,,
NECOCHEA,,,,,
NEPPER,,,,,
NEUQUEN,,,,,
NEVADA,,,,,
"NEWBERY, JORGE",,,,,
NEWTON,,,,,
NICARAGUA,,,,,
NIZA,,,,,
NOGOYA,,,,,
NORUEGA,,,,,
NUEVA YORK,,,,,
NUEVA ZELANDIA,,,,,
NUMANCIA,,,,,
NUNEZ,,,,,
"NUNEZ, ROBERTO",,,,,
OBARRIO MANUEL,,,,,
OBISPO SAN ALBERTO,,,,,
"OBLIGADO, RAFAEL, Av. Costanera",,,,,
O'BRIEN,,,,,
"OCAMPO, VICTORIA (PROL LAVALLE)",,,,,
OCEANIA,,,,,
"OCHOA, ENRIQUE",,,,,
O'GORMAN,,,,,
O'HIGGINS,,,,,
OHM,,,,,
"OLAGUER Y FELIU, VIRREY",,,,,
"OLASCOAGA, MANUEL JOSE, Cnel.",,,,,
OLAVARRIA,,,,,
"OLAVARRIETA, DIEGO de",,,,,
OLAYA,,,,,
OLAZABAL,,,,,
OLIDEN,,,,,
OLIVERA,,,,,
OLIVIERI,,,,,
OLIVOS,,,,,
OLLEROS,,,,,
"OLMOS, AMBROSIO",,,,,
"OLMOS, JUAN FRANCISCO",,,,,
OMBU,,,,,
ONCATIVO,,,,,
OPORTO,,,,,
"ORIGONE, MANUEL FELIX, TTE",,,,,
ORMA,,,,,
"OROÑO, NICASIO",,,,,
ORTEGA,,,,,
ORTEGA Y GASSET,,,,,
ORTIZ DE OCAMPO,,,,,
"ORTIZ DE ZARATE, RODRIGO",,,,,
"ORTIZ, CARLOS",,,,,
"ORTIZ, FRANCISCO J.",,,,,
